t_archivo,c_zero_cr,c_spectral_centroid,c_spectral_bw,c_spectral_rf,c_croma,c_norm_main_signal,c_norm_amplitude_db,c_mfcc_1,c_mfcc_2,c_mfcc_3,c_mfcc_4,c_mfcc_5,c_mfcc_6,c_mfcc_7,c_mfcc_8,c_mfcc_9,c_mfcc_10,c_mfcc_11,c_mfcc_12,c_mfcc_13,c_mfcc_14,c_mfcc_15,c_mfcc_16,c_mfcc_17,c_mfcc_18,c_mfcc_19,c_mfcc_20,c_bpm,c_auto_c,tgt
crop_Avicii-HeyBrother(Lyric).mp3,8,3324.670744,3441.980351,7064.840127,0.437329054,26748.28516,74988.11719,-77.21760559,124.7652817,-41.0486412,48.59910202,-17.95905304,30.12141418,-11.70216084,18.98804283,-9.574479103,11.84664631,-4.79321146,5.669539928,1.224373102,1.600984335,2.950390816,-3.892080307,4.078356743,-3.806123972,6.428069115,-2.964053631,126.0480183,0.644044261,mg
crop_050YOQUISIERAQUETU.mp3,5,3956.059671,3728.429193,8164.102105,0.430169702,12679.56445,74880.53125,-135.4462128,112.7583618,-41.69325256,49.74745941,-21.69781876,27.23683548,-14.25999546,17.56977844,-6.268716812,10.81305885,-5.323618412,2.402286768,-4.734562397,-2.171252728,-1.297523499,-3.729756832,3.141413689,-4.285933018,3.875172853,-7.551268578,114.84375,0.699248674,mg
"crop_07DoneWithEverything,DieForNot.mp3",8,3330.70882,3232.873765,6512.381766,0.573087573,29779.22656,61059.72656,-35.52218246,123.4508896,-59.73718262,55.95998001,-17.00883293,24.97953606,-2.104506969,27.70690727,-5.326033115,14.01689053,-0.10959629,4.445243835,1.332130432,2.679472685,6.842875481,2.042705297,1.485847473,-4.60930109,6.073212624,-3.525157452,95.703125,0.744665331,mg
crop_024QUESUFRASMAS.mp3,5,2435.952319,2934.024737,5015.990963,0.401097894,18443.18164,69148.82031,-111.358017,155.19664,-34.42869568,34.23686218,-14.12322712,17.9512825,-12.78742313,8.212031364,-2.027015924,0.659218609,-3.923554659,-2.872665405,-2.587706327,0.512592018,-1.299463987,-6.150131226,-2.44835186,-4.826713085,-0.628319025,-7.416669369,105.46875,0.661487357,mg
crop_06IAmLegend_OutforBlood.mp3,3,3244.254914,3178.171858,6384.141692,0.624384046,28557.22852,76704.73438,-43.25120163,133.7955627,-64.32292175,59.73898697,-10.28623867,27.16616249,-8.414806366,25.09038925,-3.908790827,16.39932442,-0.74813211,5.455228806,0.312330484,-0.575032651,1.774694085,1.268052697,0.836975157,-8.401031494,4.972043991,-6.323535442,99.38401442,0.60609288,mg
crop_2-10Headlong.mp3,16,2691.552326,3152.009452,5841.853029,0.483958215,11034.27734,90661.07031,-158.838974,150.6901245,-31.60236359,52.18502808,-4.322854042,24.2446785,-18.19955635,14.20294094,-2.409446239,5.864779472,-3.834161282,2.902544737,-2.188200712,0.168928951,3.647386312,-4.65788269,0.736961305,-2.567168474,1.774285078,-4.046481133,143.5546875,0.629258299,mg
"crop_Avicii,YouMakeMeLyrics.mp3",6,3741.775217,3740.606634,7725.668673,0.449606121,39435.54688,54042.94531,9.371529579,118.8033752,-39.78163528,40.16920853,-21.21998787,26.20641136,-11.1973896,17.53297424,-5.085273266,11.90471649,-1.630768061,5.290875912,0.966545105,-1.257171035,1.021664143,-5.418094635,3.231342316,-5.185912132,4.183413982,-2.739814281,129.1992188,0.666976151,mg
crop_02Namaste.mp3,27,3004.075163,3553.134268,6674.805566,0.66631186,40684.55469,70872.35156,-114.1185608,121.6756592,-8.914013863,43.48461533,-6.25180006,31.82844925,-6.478960991,20.73018074,-3.726011276,10.4580307,-4.374693871,6.750925064,0.760746002,7.136994362,4.997905254,3.985150337,4.161421776,-2.824388742,2.374471426,-3.009006977,92.28515625,0.281738658,mg
crop_Bangarangft.Sirah.mp3,29,4048.233463,3647.582013,8042.797844,0.525575638,30058.86719,61557.79688,-83.9753952,98.91181183,-34.57823181,45.14011002,-14.18036652,26.84101677,-18.24744606,14.02231216,-5.153497219,9.76666832,-4.246213913,8.153408051,2.75434494,3.29617095,2.380878687,0.84635824,2.415010691,-1.644647002,4.36979723,-2.165311575,109.9567819,0.528468578,mg
crop_09Confessional.mp3,6,3171.46178,3178.967273,6628.520881,0.59250772,33087.73438,69488.29688,-32.81124878,140.2969055,-56.67806625,72.49755859,-19.09556198,26.51692772,-10.860466,16.89001465,8.127369881,7.292947769,11.67941666,-0.314349592,9.554708481,-8.159898758,7.987005234,-8.299815178,3.588299751,-1.799571991,-1.86909461,-0.992045939,112.3471467,0.648872495,mg
crop_Breakin_aSweat_TheDoors_.mp3,9,4347.702338,3888.620789,8792.707946,0.451371253,38084.8125,68813.19531,-36.36249161,98.70397949,-40.6844902,42.52080154,-25.91771698,21.76739883,-18.32347107,17.04060745,-14.49689674,14.35844517,-4.759047031,11.36789513,2.095041752,8.79724884,0.016206658,-0.386586905,0.366087228,-1.96568799,5.742277622,-0.789814889,139.6748311,0.585778387,mg
crop_17CelticMyst.mp3,4,2242.242072,3187.917594,4665.914246,0.349752963,17762.7793,88853.47656,-138.0387878,164.5217285,-15.35513306,31.67218781,-10.82836056,21.72825813,-11.87554169,14.17105007,-4.744437695,12.76061821,-6.163552284,7.880239487,-7.528063774,3.865576029,-2.792107821,-0.617397904,-0.524605811,-0.606414974,4.849207878,-2.061507463,123.046875,0.700169874,mg
crop_01GetLuky(feat.Pharrell).mp3,4,2585.045803,3162.450977,5985.443906,0.550916076,17055.38086,80063.77344,-192.0455322,131.7376251,1.047718048,40.52544785,0.896740317,28.92841721,-6.930074215,13.00124073,-4.38186121,9.263822556,1.589988708,2.180341721,4.11689949,-1.863368869,3.031434059,-5.699742794,4.603578091,-3.934378624,3.972075939,-2.401394367,114.84375,0.39540558,mg
crop_037MEQUEDECONLASGANAS.mp3,2,2255.804062,2713.999498,4854.320232,0.395513535,9581.930664,69412.00781,-209.1668243,145.5539246,-26.79218102,64.34690094,5.690468311,17.82732964,-2.77300024,-0.187411487,-2.358454943,-3.917512655,-2.854450941,-0.182508215,1.370587349,-2.508649111,2.503194094,-5.569613457,-2.053868532,-3.685371399,-5.367990494,-7.268602371,101.3327206,0.603541304,mg
crop_SwingrowersfeatGypsyHill-TheQueenOfSwing(HighQuality).mp3,4,4104.020705,4031.069811,9049.0905,0.467926174,21137.83203,69918.89063,-96.14040375,108.0630493,-29.68670464,56.68902969,-23.35840225,35.40142441,-17.28353882,23.16333389,-11.94709301,6.815888405,-3.625580788,1.285179257,3.816044092,-4.624837875,7.918809891,-9.631178856,6.159651279,-9.061743736,5.84509325,-4.697447777,109.9567819,0.558321943,mg
crop_04FearIstheKey.mp3,18,3201.299622,3390.963096,6673.08091,0.496288955,15676.18164,80933.25781,-105.9139557,135.4206543,-51.12668991,49.7968483,-9.358860016,33.47943878,-13.22547436,20.07081032,-4.590902805,13.78217411,-4.675476551,3.08555603,-1.470701098,3.665737629,-3.495772839,-6.483802319,-2.382716179,-5.395388126,2.038641691,-9.161495209,95.703125,0.666002165,mg
crop_035YaNoSomosNiSeremos-ChristianNodal.mp3,5,3085.090529,3527.177187,6569.989975,0.405289024,28258.38672,59035.49609,-100.1015472,139.4388123,-26.43803978,43.9888382,-15.27996159,25.2334938,-10.01143837,15.69089508,-7.364852905,-2.316994429,-0.024985585,-5.353681087,3.505319595,-5.255066872,3.848320723,-5.46391964,2.595983505,-1.622383237,-1.208924413,-3.077679157,140.625,0.660402692,mg
crop_141DEPIESACABEZA.mp3,4,3615.261744,3844.321141,7879.001211,0.483410239,24619.57031,69212.15625,-75.22180176,123.8536987,-29.1348877,47.42696381,-14.84901905,27.9902916,-12.47027111,20.98257065,-11.07959557,9.598688126,-7.956229687,5.427113056,0.963743865,-0.778338194,-3.63385129,-3.965344667,-1.689753652,-0.650185645,-2.544484615,-3.872925043,90.66611842,0.466283415,mg
crop_007NochesEnMiami(EDMRemix)-nattinatashaFt.DimitriVegas&LikeMikeyBassjackers.mp3,0,3427.531031,3633.609241,7152.667463,0.50764966,42159.09766,68624.59375,-62.16212082,123.9851227,-32.80231094,39.3687706,-17.18428802,24.75631332,-9.265675545,16.54015732,3.833231211,4.71936512,6.121656895,-0.53468132,2.401603699,-1.551799297,5.110235691,0.008255978,7.506752014,-1.920271754,0.581640184,-1.967251182,127.8409091,0.459681625,mg
crop_02HitTheLights.mp3,13,4324.374438,3592.354005,8404.667809,0.550448954,12785.20313,81074.80469,-109.6732864,103.619751,-62.36721802,64.97257233,-16.93421173,33.01586533,-17.64418221,23.51148224,-4.939177036,17.03156471,-0.444157481,11.42241478,1.546033025,3.070082903,2.550215483,-5.656840801,1.242989063,-3.890615702,5.01858139,-6.19646883,107.6660156,0.745878409,mg
crop_04TheSoundofMuzak.mp3,16,2709.631396,3021.79017,5551.52815,0.45599395,26196.37109,80113.72656,-74.30443573,155.4587097,-47.83163834,39.19396973,-6.559108257,23.87328529,-9.421242714,16.23649788,-12.05526257,7.852268696,-5.792660236,3.878962278,-3.426357746,2.011432171,-1.017045736,-3.962229729,-2.042974949,-6.516550064,-0.734408081,-7.292056084,126.0480183,0.582168186,mg
crop_008RIOREBELDE.mp3,2,2117.816084,2806.358831,4069.062613,0.388603836,9631.125,63546.11328,-198.2645721,150.6806335,-28.65625763,25.2670784,11.82996178,17.51585197,-4.636242867,14.2282753,-4.974127293,4.608841419,-0.987986028,2.968647957,-2.742885351,-1.276403904,5.17350769,-5.337900162,1.136953354,0.86954236,-1.583106637,-8.133495331,120.1853198,0.714958532,mg
crop_051IMAGINEMOSQUEESAMOR.mp3,0,2017.569044,2653.063156,4263.07106,0.474131227,19735.05859,87078.375,-198.3928986,154.3597412,-22.17527962,38.60234451,-2.584638834,32.07723618,14.03341961,4.964745045,12.97409725,6.583735943,0.806604862,2.244358063,6.720594406,2.250443459,6.41779089,-3.065154791,0.917958915,-3.700911522,3.168301821,0.678935826,112.5,0.704770969,mg
crop_08Perros.mp3,3,3119.620357,3037.725505,5991.376154,0.550498426,16988.45898,71471.625,-151.1011963,127.8056183,-37.89845657,33.42326355,-4.672348499,26.57494164,-9.056253433,13.68822193,4.710084438,8.810458183,-6.427010536,9.010622025,0.111309551,2.521211386,6.707652569,2.193517447,6.52458334,1.381222844,7.081157684,-5.299428463,93.96306818,0.281019065,mg
crop_02DrumheadTrial.mp3,6,3192.604234,3460.112917,6764.620456,0.467502713,32699.36328,72487.57031,-28.66567421,137.0907898,-50.99976349,51.71281052,-15.63001442,36.82334137,-16.64408302,26.3035183,-8.004602432,14.14608002,-1.940214872,2.887203932,-0.660774052,2.180067062,3.895608664,-0.500222266,3.987533092,-1.328030944,6.555831909,-2.574638128,123.046875,0.762149805,mg
crop_04-SanTropez.mp3,1,2288.606887,2984.487034,5298.756616,0.491224945,7248.006836,92683.39063,-289.8917847,124.5774765,-8.030518532,49.61627579,-0.019969372,27.64935684,2.054887772,6.435673237,6.193673611,0.759155035,0.132636845,-0.266976386,3.59574461,-1.690155506,0.784941316,-3.006644487,-1.66055882,-2.070073128,-1.152683735,-2.994866133,123.046875,0.35414155,mg
crop_06LossOfControl.mp3,6,3435.255196,3580.699308,7484.042218,0.484190673,5669.804199,56165.25391,-158.6821136,133.1035767,-39.83044815,52.51018906,-24.67050552,31.38611031,-17.46287155,19.8664093,-9.205472946,7.893336296,-3.470818281,2.005562782,-0.110560678,-0.155007109,3.332908392,-5.664599419,1.871984482,-4.599182129,1.454529881,-7.373795033,120.1853198,0.701730742,mg
crop_047TEQUIERO.mp3,5,3641.537253,3696.811213,7733.394275,0.46964559,13461.69922,72198.10156,-152.4484253,113.2806168,-26.29411888,56.84527588,-3.468748808,30.79436493,-17.31470299,15.83695412,-4.471644402,7.467839718,-4.31540823,1.541157007,0.315189302,0.427031666,-0.959816217,-0.429277956,-1.064155579,-4.036869049,2.820310593,-0.991055667,114.84375,0.409457587,mg
crop_03Lobodomy.mp3,10,3249.841589,3146.774045,6390.871599,0.589717448,38346.69531,72139.40625,-14.08662891,133.6835785,-64.21379852,61.71718216,-17.75705719,25.12133598,1.292659283,28.36205101,-2.62312007,14.02496815,1.338876724,4.217452526,3.306797504,3.233063221,8.073890686,2.90549612,1.728805542,-3.303445339,7.158277035,-2.607908249,129.1992188,0.7336845,mg
crop_047QUESABENADIE.mp3,8,2434.852113,2858.282881,4845.214404,0.389857113,17930.30469,86519.42188,-170.1037903,139.9845428,-23.97780418,50.43188477,3.088160515,23.59968567,-8.641806602,2.494159698,-0.438742548,2.039556265,-4.864986897,0.253624976,-3.297951937,-6.449406147,3.102250099,-2.794482708,-0.114059582,-3.348994493,-1.512980103,-4.281653404,166.7086694,0.553006067,mg
crop_01PeopleOfTheSun.mp3,5,3301.550382,3132.138344,6610.912628,0.604308844,12722.29492,45822.53516,-96.72584534,123.1556091,-58.28295898,64.20491791,-6.503933907,30.09706688,-11.80106735,17.56915283,2.48447299,7.224035263,-0.910450399,9.413184166,7.124678612,4.617650986,9.110272408,-4.292117119,1.349085927,-6.283073425,2.583465576,-3.710655928,123.046875,0.722267728,mg
crop_04WaitingMan.mp3,2,1508.125993,2100.146037,3156.813819,0.451851726,19965.74219,93251.6875,-189.5870514,176.348053,-18.73699379,44.95866394,15.41898823,9.67691803,0.64354521,1.299216747,3.646045923,-3.934594154,-1.341511369,-3.827355385,-5.191184998,-6.028963566,-4.273766518,-4.249041557,-8.347476959,-6.915496826,-3.961469889,-7.471214771,120.1853198,0.43954304,mg
crop_08NoRemorse.mp3,15,3338.454975,3134.580365,6506.678178,0.59262234,13081.47559,85751.53906,-121.3822021,128.7046967,-66.52188873,57.18478012,-4.006731033,27.57177734,-11.29199314,19.1754818,0.951702535,11.51063538,1.671339512,10.44527817,1.747473717,3.405791759,1.568395495,-6.55568552,0.54869318,-3.215018272,3.707888603,-5.306117058,95.703125,0.723746469,mg
crop_Hype(AUDIO).mp3,6,4143.47726,3992.065275,8768.087805,0.486660719,30877.2832,67340.60938,-75.59223175,104.4945145,-28.84796715,49.59692764,-20.14265633,35.18776321,-17.55902672,22.29925156,-13.62810326,14.04574776,-7.980087757,7.857417107,-2.552287817,6.986502171,2.557858229,1.505886316,5.240032673,-1.299488425,4.769569874,-4.977244854,129.1992188,0.45579624,mg
crop_05DejaDeLlorar(YVuelveteALenv.mp3,7,3314.305505,3261.349533,6786.108641,0.444712341,24524.79102,79841.03125,-61.03847885,136.4183044,-58.277565,59.33345795,-18.71774864,33.83547592,-16.58540726,17.20596886,-5.226719856,11.0887289,-4.782023907,3.842028379,1.575300932,2.145841837,2.169627666,-6.027559757,1.605159998,-1.94084239,5.177644253,-5.321672916,135.9991776,0.739904918,mg
crop_07Powerslave.mp3,6,2889.111747,2855.699604,5399.150743,0.502658308,11512.30566,93144.54688,-146.3002625,141.4743958,-64.78540039,58.45376968,7.83940506,24.16489983,-13.88939953,9.369301796,-5.862607002,9.168252945,-0.92636019,0.902921677,-2.385855436,-2.40760231,-3.875660181,-3.706162691,-2.435049772,-2.412982464,1.999918938,-7.577415943,135.9991776,0.677177003,mg
crop_13Balkanazo.mp3,5,2385.800838,2670.728196,4513.204107,0.406455278,6302.349609,46424.10547,-290.9211121,117.2534866,-20.97149849,25.86011887,4.392472267,11.44308758,-3.4671731,1.562578201,-9.398964882,-3.223067522,-4.973404884,-3.402593851,-1.63891387,-4.291090488,-3.412392616,-5.636686325,-4.495675564,-5.870302677,-2.743858576,-6.941613674,120.1853198,0.259951282,mg
crop_06RapedbytheBeast.mp3,9,3288.317409,3274.082881,6394.895745,0.628451228,12683.07813,47857.89844,-93.88375854,124.1559296,-55.96368408,66.93728638,-2.815532923,27.86895752,-10.76830864,23.8272686,-7.611580849,16.85128021,-2.401734591,4.765898228,0.330159128,3.371916056,3.208359241,-1.62014091,1.604154587,-5.103839397,5.274569035,-5.123139381,117.4538352,0.719694922,mg
"crop_096TheFlight-DimitriVegas&LikeMike,Bassjackers&D’Angello&Francis.mp3",11,3632.269122,3810.376284,7602.98583,0.550405979,37700.75391,56324.32422,-31.84611893,124.3186035,-30.99401855,41.74064255,-18.36029625,25.11162758,-4.795022011,14.8267622,-3.830032587,6.354997158,-0.512144029,1.534450054,3.774392128,-0.593519092,5.252059937,-5.398306847,4.35390234,-3.329829693,2.751104593,-2.921559811,130.8139535,0.471810731,mg
crop_EverytimeWeTouch-3MetrosSobreelCielo.mp3,31,2522.144267,2850.549834,5214.374516,0.308495045,14354.60156,69658.91406,-195.3234863,141.4312897,-16.56748962,38.39141464,-20.29303741,17.1759758,-13.74709988,7.749738216,5.37936306,-14.25019932,16.98371315,-14.90158558,-6.266139984,-8.311617851,-6.022533417,-5.973064423,-9.259327888,3.320425749,-8.17972374,4.320609093,117.4538352,0.694937609,mg
crop_2-04IWantItAll.mp3,10,2983.111347,3124.637484,5950.829199,0.410433412,12880.10352,82932.73438,-136.9859009,139.8638,-51.13645554,44.02429199,-18.74803162,21.9472847,-14.03984547,16.81804085,-4.367968082,8.422450066,-5.365241051,4.971971989,-0.727926373,-2.937760353,2.88614893,-2.843178272,1.942573667,-2.279955626,4.569237232,-6.543087959,132.5120192,0.774096805,mg
crop_01yoquierofumarmota.mp3,6,2573.382402,2732.293496,4932.033384,0.436555743,10331.72754,59530.50391,-251.9874573,111.2988739,-37.52317047,40.53387833,18.71102142,19.46154976,5.030705929,6.888136864,6.72994709,4.723812103,1.764458895,1.494345307,-0.365379721,4.258738518,3.010767221,-0.612767994,1.480004311,0.235343993,1.466219544,-5.282162189,156.6051136,0.423729658,mg
crop_013ELFINAL.mp3,0,2389.957583,3296.949546,5436.823413,0.489990056,11587.49707,50873.85547,-157.1151581,147.485733,-6.182656288,55.87762833,-8.252122879,23.33788681,-17.91210938,19.70327187,-2.218314409,10.05045891,-2.261337042,6.709067345,-0.852229178,0.1551539,5.476750374,-0.486507356,3.777978182,-3.210168839,4.289809704,-6.249224186,107.6660156,0.489089052,mg
crop_03Sleepless.mp3,0,2203.01434,2604.640772,4725.536723,0.561798751,14430.27539,91624.32813,-176.8993073,159.2689056,-38.57656097,43.33535385,3.129334688,18.53854752,2.243845224,11.91998863,6.663079262,0.212011531,3.170340061,6.634914875,5.038151264,2.539147854,5.721000195,2.037765503,3.95133543,3.813339233,5.20459938,-1.533316493,132.5120192,0.480319161,mg
crop_02ElChubasco_Ft.LíberTerán_.mp3,8,3120.844347,3272.330664,6601.151662,0.558226466,14772.05371,56708.62109,-140.7924805,125.1043243,-33.88240051,47.84116745,-21.25229645,30.63936615,0.738279223,12.35540295,-0.998688459,3.420028448,0.847164452,10.86791039,3.591183901,1.693969011,1.676966429,-3.241679192,1.419712067,-1.243823647,3.152083397,-4.626224518,139.6748311,0.3318831,mg
crop_06ExitStrategyofaWreckingBall.mp3,8,2479.307265,2798.64251,4994.859543,0.480455011,26934.625,78816.64844,-87.44941711,154.1936493,-38.93927002,40.50976181,-3.574251175,30.58378792,-7.882926941,15.70138168,-0.654859245,5.149386406,2.083231688,2.285704136,0.04268958,-1.64323175,3.797404051,-2.044080496,1.703735948,-4.898300171,0.393492907,-3.698386431,105.46875,0.660546679,mg
crop_03-tool-the_patient.mp3,0,3032.732254,3187.787413,6096.983368,0.588105321,16819.39648,84357.34375,-134.9086151,126.1543655,-48.49799728,52.08991241,10.26747227,31.37484169,-8.410811424,22.16461945,0.350907594,12.48005772,-0.729559481,7.973295689,2.190288067,3.771594524,3.962572336,-1.599343657,-0.131758675,-3.934035063,2.855052233,-8.049724579,112.3471467,0.525250136,mg
crop_BizzareContact-XalalaDance.mp3,0,4455.710377,4102.454633,9355.083226,0.539958,36564.62109,68470.77344,-34.13507843,104.9197617,-39.13373566,45.42042542,-34.68357086,39.72107315,-17.87645531,22.48503304,-10.42665386,15.27891064,-3.708478451,8.985778809,0.875794351,2.500475645,4.983565807,-2.148995399,7.266724586,-2.748905182,9.547493935,-3.433010817,143.5546875,0.381645681,mg
crop_033AUNQUENOSEACONMIGO.mp3,2,2564.473891,3247.712184,5357.341208,0.421413034,15925.39844,67655.42188,-188.5410614,133.3119202,2.437320948,45.35709381,-3.733979702,24.39714813,-8.096507072,8.966093063,-0.620223403,-0.231499761,-0.979165673,1.316681862,-1.346415877,-3.221111298,1.618941903,-2.212994576,1.774339795,2.392568588,2.931025267,-4.049307823,172.265625,0.502965333,mg
crop_040PRESO.mp3,5,2262.351326,2580.67478,4552.528107,0.326061636,15471.92188,78959.03125,-146.7008667,164.1711578,-41.07005692,40.39386749,-12.0813446,16.00869179,-12.51720047,1.502604485,3.006918669,-7.606131077,0.6343683,-3.329830408,-0.002529038,-7.533886433,2.44695735,-0.813211322,-3.559195042,-0.691489458,-1.453675628,-3.565196991,112.3471467,0.765681839,mg
crop_015SIGUIENDOLALUNA.mp3,4,3458.634547,3771.723737,7567.889854,0.491441369,19970.73828,70805.51563,-151.5072784,99.91239166,-17.22156143,52.84179306,-2.186724663,27.26216698,-5.809617996,20.53450966,-6.219519138,7.688384056,1.158475161,8.075231552,4.486995697,0.365088761,4.198184013,-2.168787956,0.74543798,-3.728693008,3.423736334,-4.179253101,161.4990234,0.397268651,mg
crop_01SestoDance.mp3,4,3880.190623,3808.890482,8273.449062,0.573281705,25817.78516,77868.64063,-64.11883545,129.0604553,-36.24676895,38.87727737,-26.82685089,34.00829697,-19.78641701,22.17214394,-11.20346737,16.86448097,-7.674983025,11.55646038,-1.350225806,4.831109524,1.650119424,0.105709285,4.461688995,-1.558398724,4.999288559,-5.361316681,143.5546875,0.434257867,mg
crop_03ElAngelCaído.mp3,11,3485.797311,3441.955964,7250.362591,0.446024984,14567.58301,83822.94531,-111.1631699,131.4649963,-50.40329361,63.10474396,-15.39355183,27.70985413,-20.56097412,20.57038498,-1.679127216,13.92731571,-5.795391083,10.33710384,2.059446812,3.342812538,3.116255045,-3.387601852,4.89659977,-8.330839157,5.366211414,-9.145738602,101.3327206,0.650377507,mg
crop_1-05WholeLottaLove.mp3,13,3025.235029,3084.758885,5975.816922,0.49142462,10670.17871,90925.94531,-181.0293121,132.0505371,-49.26403809,34.12825394,-5.316322327,22.9890461,-9.146775246,8.968867302,-6.645428658,3.599933386,-5.216596603,-0.43203795,-0.851447165,-3.349760056,-0.180830702,-4.190251827,1.911423326,-1.525409102,2.1403234,-2.483231306,117.4538352,0.588931536,mg
crop_10Muevete(MakeAMove).mp3,2,2880.489143,3406.62944,6869.789608,0.555012524,17433.83203,75563.05469,-186.0625305,114.472374,-18.59877205,59.78110886,-8.887042999,30.25636292,-6.904497623,11.68962002,7.86583519,2.313172579,16.08839989,4.601430893,15.84985733,6.87566328,13.47460842,-1.41046226,1.32149446,2.41971755,1.313233733,-0.412692428,92.28515625,0.45562886,mg
crop_05-TheGreatGigintheSky.mp3,8,1633.35153,2548.299767,3001.979091,0.401843697,12311.43164,103709.7969,-258.8786316,172.2132568,21.93585587,16.49572754,-9.764192581,21.60524368,0.050413977,8.700768471,-8.387497902,-3.908012629,-3.573845148,2.572785378,2.729315281,-4.748254776,-2.139824629,-0.066531651,2.220251322,1.011696815,3.040424585,-3.72029686,123.046875,0.710972746,mg
crop_01GearsOfWar.mp3,7,2844.951997,2871.309072,5763.117178,0.563703477,27120.60938,78673.71094,-66.2481842,144.9465485,-55.01185608,58.13985062,-4.331100464,25.60413742,-7.597780704,16.98000145,-1.845165014,9.860062599,2.903716564,3.489272594,6.060059547,0.271720231,1.808820486,-0.326507419,3.361886978,-3.905859232,4.155386925,-5.615944386,129.1992188,0.700842321,mg
crop_02AndTheirEulogiesSangMeToSle.mp3,9,3277.320606,3461.482232,6704.471294,0.509931684,24316.20703,66924.63281,-54.2064743,136.3439636,-52.09256363,42.44907379,-20.38629341,32.15943909,-5.584163189,29.99302292,-15.31217575,5.81236887,-9.265704155,11.41503906,-2.350090742,3.240883827,-2.319547892,2.502869844,2.853141546,-5.512933731,7.217298985,-2.925147295,95.703125,0.668950647,mg
crop_07ShadowontheSun.mp3,11,3216.280682,3670.266605,7247.661567,0.459813327,26881.68359,74179.29688,-78.04989624,132.3461914,-25.03338623,56.58698654,-14.35479069,39.25560379,-11.76790142,19.75597572,-8.022321701,13.25458431,-2.064434528,7.023560047,-3.612693548,4.82281065,0.192509204,-2.349740028,2.321226835,-1.571932554,5.070549965,-4.746318817,143.5546875,0.531111568,mg
crop_010animals-martingarrix.mp3,1,3090.811015,3639.273797,7019.703079,0.623265505,53447.17578,73258.15625,-78.08929443,131.6470947,-23.6003418,47.14743423,-18.42380333,27.26001167,-1.669526577,20.22094154,7.211195946,11.44223213,8.98952961,-1.465731502,7.578958035,-5.242610931,8.767549515,-2.150126934,7.585279465,-0.230757535,0.993316054,1.548523426,127.8409091,0.372556313,mg
crop_036DENIÑAAMUJER.mp3,3,3011.542112,3723.885766,6986.344612,0.447963566,8504.461914,63639.5625,-208.0989075,124.7790833,-3.797343731,43.09280777,-5.408474445,25.5178318,-11.27332878,14.07231998,-4.058871269,3.073934555,-1.49091053,8.69847393,-2.059073687,3.97921896,3.737780809,-1.8895365,2.930786133,2.102082968,3.403764009,-1.247391105,107.6660156,0.670171354,mg
crop_145DETRASDETI.mp3,9,3041.577778,3257.4687,6238.717338,0.444315046,11899.92383,74220.02344,-142.8445129,140.8474426,-43.50497437,34.99686813,1.774009109,21.06441116,-8.848975182,14.85273647,-2.629300594,8.547125816,-6.107747555,6.692147255,-0.01142907,1.453825712,-6.156885147,-3.51701951,-5.308585167,-0.790741026,-1.876080036,-5.937666893,139.6748311,0.485121213,mg
crop_07Starblind.mp3,0,2432.99189,2884.848791,4920.974287,0.488059253,26193.65234,77141.28906,-80.50332642,159.3833008,-44.10727692,43.19048309,2.906928539,23.0318718,-14.44094563,15.09253502,-2.340051651,11.10275459,-3.561629772,2.269674301,2.356448174,0.264206201,-4.907957554,-5.564304829,-4.135983467,-7.412557125,3.718668938,-5.460484982,117.4538352,0.742231573,mg
crop_074InDaGetto-JBalvinFt.Skrillex.mp3,0,3110.023998,3462.111453,6617.233889,0.579300761,19586.82031,33557.44922,-145.3972015,116.6872787,-15.91084957,47.57594681,-8.707115173,26.64394951,-4.351080894,14.46665859,6.593374252,8.281236649,8.103152275,5.190293312,8.726782799,4.322375298,10.07457447,-1.038851023,5.915786266,1.492551565,4.205289364,2.367567062,127.8409091,0.336673214,mg
crop_1-04aiseeutepego.mp3,1,2738.059556,3260.073182,5846.673266,0.450643212,20249.66406,46781.62891,-75.71029663,144.6524658,-32.72303009,36.50650787,-15.55766392,25.3949852,-12.07893753,21.22085953,-6.754723549,9.686458588,-1.571412683,3.930037022,1.355391622,-0.212650701,2.647936583,-2.624301434,2.195600271,-2.89124012,1.320290208,-4.470184803,95.703125,0.552990612,mg
crop_05ProfessionalGriefers.mp3,0,3559.772748,3634.833145,7528.411441,0.594471276,28840.60156,67630.47656,-90.76686096,108.0889664,-39.4335556,52.61280441,-10.20104027,35.36170578,-7.158362389,25.64875984,-0.094754949,15.53455925,3.495405197,10.95915222,5.883956432,4.227758884,5.194603443,-3.964492083,5.981690884,-1.566350698,5.871134281,-3.211009026,129.1992188,0.35993697,mg
crop_023DETALLES.mp3,10,1890.6304,2374.198669,4062.783036,0.416237712,21229.41602,93343.47656,-150.3927612,175.7173309,-33.43292618,60.04110718,-3.323991299,16.58323479,-0.207349032,2.702170849,2.307147503,-3.43894577,1.966685057,-7.347718239,0.290929437,-6.136876106,3.168290377,0.617287636,-2.332998276,-2.404875517,-5.355881214,-1.109855533,172.265625,0.578021321,mg
